,Symbol,Date,Signal,Current Close,Open1,High1,Low1,Close1,Open2,High2,Low2,Close2,Open3,High3,Low3,Close3,Open4,High4,Low4,Close4
1,SBIN,12-Apr-2018,Sell,253.8,254.0,255.95,249.7,250.95,249.35,251.3,247.1,249.0,251.4,252.5,246.6,248.15,249.5,249.9,245.3,246.45
2,SBIN,26-Jun-2018,Sell,267.4,267.35,267.35,261.0,261.7,260.4,262.0,255.7,257.0,258.25,263.45,258.2,259.35,259.6,260.9,256.4,257.5
3,SBIN,05-Sep-2018,Sell,296.55,298.0,299.85,294.5,296.45,295.9,295.9,289.45,291.65,290.65,293.25,283.8,284.85,287.35,291.45,281.65,282.6
4,SBIN,19-Oct-2018,Sell,261.1,266.0,266.0,259.45,260.35,258.0,259.0,255.0,255.65,260.25,261.8,252.8,255.7,254.5,255.0,248.4,249.55
5,SBIN,23-Oct-2018,Sell,255.65,260.25,261.8,252.8,255.7,254.5,255.0,248.4,249.55,252.0,252.5,247.4,248.1,250.0,269.25,248.4,267.9
6,SBIN,25-Oct-2018,Sell,249.55,252.0,252.5,247.4,248.1,250.0,269.25,248.4,267.9,267.5,279.1,266.0,273.15,275.0,282.75,268.6,281.4
7,SBIN,07-Dec-2018,Sell,275.4,271.0,276.4,270.15,274.2,268.35,283.25,268.35,281.25,283.75,285.85,282.2,285.25,290.0,294.0,285.75,289.0
