,Symbol,Time,Signal,Current Close,Open1,High1,Low1,Close1,Open2,High2,Low2,Close2,Open3,High3,Low3,Close3,Open4,High4,Low4,Close4
202,EURJPY,14-09-2015 21:00,Sell,135.67600000000002,135.67600000000002,136.63,135.154,136.07399999999998,136.07399999999998,137.441,136.066,137.23,137.22899999999998,137.299,135.247,135.536,135.52200000000002,136.138,134.77100000000002,134.885
201,EURJPY,09-10-2015 00:00,Buy,136.681,136.562,137.048,135.5,136.05200000000002,136.05200000000002,136.411,134.996,135.67600000000002,135.67600000000002,136.63,135.154,136.07399999999998,136.07399999999998,137.441,136.066,137.23
348,EURUSD,21-10-2015 21:00,Sell,1.11083,1.11083,1.11398,1.09966,1.10165,1.1002,1.1068200000000001,1.0999299999999999,1.10576,1.10574,1.10784,1.10303,1.10509,1.10509,1.10956,1.08969,1.0922399999999999
124,EURUSD,21-10-2015 21:00,Sell,1.11083,1.11083,1.11398,1.09966,1.10165,1.1002,1.1068200000000001,1.0999299999999999,1.10576,1.10574,1.10784,1.10303,1.10509,1.10509,1.10956,1.08969,1.0922399999999999
274,EURUSD,21-10-2015 21:00,Sell,1.11083,1.11083,1.11398,1.09966,1.10165,1.1002,1.10682,1.09993,1.10576,1.10574,1.10784,1.10303,1.10509,1.10509,1.10956,1.08969,1.09224
50,EURUSD,21-10-2015 21:00,Sell,1.11083,1.11083,1.11398,1.09966,1.10165,1.1002,1.10682,1.09993,1.10576,1.10574,1.10784,1.10303,1.10509,1.10509,1.10956,1.08969,1.09224
51,EURUSD,02-12-2015 00:00,Buy,1.09387,1.09387,1.09562,1.08361,1.08818,1.08703,1.08871,1.0796,1.08369,1.08369,1.09023,1.08301,1.08916,1.08915,1.10426,1.08791,1.10238
275,EURUSD,02-12-2015 00:00,Buy,1.09387,1.09387,1.09562,1.08361,1.08818,1.08703,1.08871,1.0796,1.08369,1.08369,1.09023,1.08301,1.08916,1.08915,1.10426,1.08791,1.10238
204,EURJPY,17-12-2015 22:00,Sell,131.626,131.613,132.344,131.55100000000002,132.235,132.236,132.798,132.09799999999998,132.65,132.656,132.656,131.503,131.933,131.93200000000002,132.004,131.589,131.936
276,EURUSD,03-01-2016 22:00,Sell,1.08296,1.08303,1.08388,1.07107,1.07476,1.07474,1.0799299999999998,1.07148,1.078,1.07801,1.09401,1.0771,1.09292,1.09295,1.09333,1.08033,1.09235
52,EURUSD,03-01-2016 22:00,Sell,1.08296,1.08303,1.08388,1.07107,1.07476,1.07474,1.0799299999999998,1.07148,1.078,1.07801,1.09401,1.0771,1.09292,1.09295,1.09333,1.08033,1.09235
277,EURUSD,06-01-2016 00:00,Buy,1.09292,1.09295,1.09333,1.08033,1.09235,1.09172,1.09697,1.08479,1.0859,1.0859299999999998,1.09002,1.08197,1.0857,1.0856,1.08878,1.08049,1.08769
53,EURUSD,06-01-2016 00:00,Buy,1.09292,1.09295,1.09333,1.08033,1.09235,1.09172,1.09697,1.08479,1.0859,1.0859299999999998,1.09002,1.08197,1.0857,1.0856,1.08878,1.08049,1.08769
133,EURUSD,11-01-2016 00:00,Buy,1.10972,1.10968,1.11259,1.10596,1.11042,1.11042,1.11412,1.10798,1.11378,1.10637,1.11103,1.10274,1.10401,1.10401,1.10669,1.1008799999999999,1.10256
357,EURUSD,11-01-2016 00:00,Buy,1.10972,1.10968,1.11259,1.10596,1.11042,1.11042,1.11412,1.10798,1.11378,1.10637,1.11103,1.10274,1.10401,1.10401,1.10669,1.1008799999999999,1.10256
205,EURJPY,27-01-2016 00:00,Buy,129.975,129.959,132.384,129.514,131.17600000000002,131.412,132.025,131.239,131.705,131.708,131.97,130.895,130.974,130.972,130.987,130.053,130.865
278,EURUSD,23-02-2016 22:00,Sell,1.10132,1.10132,1.10498,1.09867,1.10176,1.10176,1.10683,1.09116,1.093,1.09159,1.09625,1.0859299999999998,1.08728,1.08724,1.08935,1.08342,1.08659
128,EURUSD,23-02-2016 22:00,Sell,1.10132,1.10132,1.1049799999999999,1.09867,1.10176,1.10176,1.10683,1.0911600000000001,1.093,1.09159,1.09625,1.0859299999999998,1.08728,1.08724,1.08935,1.08342,1.08659
54,EURUSD,23-02-2016 22:00,Sell,1.10132,1.10132,1.10498,1.09867,1.10176,1.10176,1.10683,1.09116,1.093,1.09159,1.09625,1.0859299999999998,1.08728,1.08724,1.08935,1.08342,1.08659
352,EURUSD,23-02-2016 22:00,Sell,1.10132,1.10132,1.1049799999999999,1.09867,1.10176,1.10176,1.10683,1.0911600000000001,1.093,1.09159,1.09625,1.0859299999999998,1.08728,1.08724,1.08935,1.08342,1.08659
126,EURUSD,01-03-2016 22:00,Sell,1.0829600000000001,1.08303,1.08388,1.07107,1.07476,1.07474,1.0799299999999998,1.07148,1.078,1.0780100000000001,1.09401,1.0771,1.0929200000000001,1.09295,1.09333,1.08033,1.09235
350,EURUSD,01-03-2016 22:00,Sell,1.0829600000000001,1.08303,1.08388,1.07107,1.07476,1.07474,1.0799299999999998,1.07148,1.078,1.0780100000000001,1.09401,1.0771,1.0929200000000001,1.09295,1.09333,1.08033,1.09235
207,EURJPY,29-03-2016 00:00,Buy,127.448,127.447,128.22,126.961,128.095,128.094,128.16299999999998,127.098,127.15100000000001,127.229,127.352,126.447,126.771,126.771,126.836,125.242,125.589
131,EURUSD,08-04-2016 21:00,Sell,1.1085399999999999,1.1077700000000001,1.11049,1.10721,1.10877,1.10879,1.11225,1.10705,1.11163,1.11164,1.11901,1.11121,1.11753,1.1175700000000002,1.11914,1.11354,1.11372
355,EURUSD,08-04-2016 21:00,Sell,1.1085399999999999,1.1077700000000001,1.11049,1.10721,1.10877,1.10879,1.11225,1.10705,1.11163,1.11164,1.11901,1.11121,1.11753,1.1175700000000002,1.11914,1.11354,1.11372
208,EURJPY,25-04-2016 00:00,Buy,125.73200000000001,125.74600000000001,126.32,125.444,126.204,126.20100000000001,126.471,122.521,122.677,122.676,122.95200000000001,121.676,121.75299999999999,121.75299999999999,122.917,121.743,122.712
209,EURJPY,27-04-2016 21:00,Sell,122.677,122.676,122.95200000000001,121.676,121.75299999999999,121.75299999999999,122.917,121.743,122.712,122.711,122.757,122.12200000000001,122.53,122.53,123.515,122.29700000000001,122.885
55,EURUSD,17-05-2016 21:00,Sell,1.12159,1.12158,1.12299,1.11801,1.12024,1.1202299999999998,1.12375,1.11963,1.12222,1.12081,1.12428,1.11875,1.12196,1.12201,1.12271,1.11324,1.11405
129,EURUSD,17-05-2016 21:00,Sell,1.1215899999999999,1.12158,1.12299,1.11801,1.12024,1.1202299999999998,1.12375,1.11963,1.12222,1.12081,1.12428,1.11875,1.12196,1.12201,1.12271,1.11324,1.11405
353,EURUSD,17-05-2016 21:00,Sell,1.1215899999999999,1.12158,1.12299,1.11801,1.12024,1.1202299999999998,1.12375,1.11963,1.12222,1.12081,1.12428,1.11875,1.12196,1.12201,1.12271,1.11324,1.11405
279,EURUSD,17-05-2016 21:00,Sell,1.12159,1.12158,1.12299,1.11801,1.12024,1.1202299999999998,1.12375,1.11963,1.12222,1.12081,1.12428,1.11875,1.12196,1.12201,1.12271,1.11324,1.11405
127,EURUSD,01-06-2016 00:00,Buy,1.0929200000000001,1.09295,1.09333,1.08033,1.09235,1.09172,1.09697,1.08479,1.0859,1.0859299999999998,1.09002,1.08197,1.0857,1.0856,1.0887799999999999,1.08049,1.08769
351,EURUSD,01-06-2016 00:00,Buy,1.0929200000000001,1.09295,1.09333,1.08033,1.09235,1.09172,1.09697,1.08479,1.0859,1.0859299999999998,1.09002,1.08197,1.0857,1.0856,1.0887799999999999,1.08049,1.08769
206,EURJPY,02-07-2016 22:00,Sell,129.66,129.658,130.262,128.266,130.00799999999998,129.969,130.111,127.744,127.95200000000001,127.941,128.10299999999998,125.775,127.271,127.273,127.649,126.38,127.37799999999999
134,EURUSD,11-07-2016 22:00,Sell,1.10256,1.10256,1.12995,1.0907,1.09094,1.09094,1.0953700000000002,1.08649,1.08914,1.0890600000000001,1.0923399999999999,1.08303,1.0851600000000001,1.0833,1.0840100000000001,1.07091,1.07364
358,EURUSD,11-07-2016 22:00,Sell,1.10256,1.10256,1.12995,1.0907,1.09094,1.09094,1.0953700000000002,1.08649,1.08914,1.0890600000000001,1.0923399999999999,1.08303,1.0851600000000001,1.0833,1.0840100000000001,1.07091,1.07364
213,EURJPY,12-07-2016 22:00,Sell,121.02799999999999,121.021,121.757,120.978,121.713,121.546,122.929,121.545,122.31700000000001,122.31700000000001,122.79899999999999,122.09100000000001,122.367,122.387,123.415,122.132,123.27799999999999
210,EURJPY,13-07-2016 00:00,Buy,117.104,117.09899999999999,118.40299999999999,115.48200000000001,115.65799999999999,116.41799999999999,117.69,116.315,117.55799999999999,117.554,117.76700000000001,116.573,116.92399999999999,116.921,117.926,116.53399999999999,117.682
211,EURJPY,25-07-2016 21:00,Sell,114.95,114.949,117.15100000000001,114.915,116.521,116.521,116.846,115.819,116.564,116.568,116.926,113.87899999999999,114.036,114.23200000000001,114.73200000000001,113.925,114.266
212,EURJPY,26-07-2016 00:00,Buy,116.521,116.521,116.846,115.819,116.564,116.568,116.926,113.87899999999999,114.036,114.23200000000001,114.73200000000001,113.925,114.266,114.241,114.811,113.007,113.211
130,EURUSD,28-07-2016 00:00,Buy,1.1172600000000001,1.1172600000000001,1.11836,1.11552,1.11611,1.11611,1.1233600000000001,1.11578,1.12215,1.12215,1.12268,1.11406,1.11491,1.11491,1.11563,1.1114,1.11273
354,EURUSD,28-07-2016 00:00,Buy,1.1172600000000001,1.1172600000000001,1.11836,1.11552,1.11611,1.11611,1.1233600000000001,1.11578,1.12215,1.12215,1.12268,1.11406,1.11491,1.11491,1.11563,1.1114,1.11273
56,EURUSD,28-07-2016 00:00,Buy,1.11726,1.11726,1.11836,1.11552,1.11611,1.11611,1.12336,1.11578,1.12215,1.12215,1.12268,1.11406,1.11491,1.11491,1.11563,1.1114,1.11273
280,EURUSD,28-07-2016 00:00,Buy,1.11726,1.11726,1.11836,1.11552,1.11611,1.11611,1.12336,1.11578,1.12215,1.12215,1.12268,1.11406,1.11491,1.11491,1.11563,1.1114,1.11273
281,EURUSD,04-08-2016 21:00,Sell,1.10854,1.10777,1.11049,1.10721,1.10877,1.10879,1.11225,1.10705,1.11163,1.11164,1.11901,1.11121,1.11753,1.1175700000000002,1.11914,1.11354,1.11372
57,EURUSD,04-08-2016 21:00,Sell,1.10854,1.10777,1.11049,1.10721,1.10877,1.10879,1.11225,1.10705,1.11163,1.11164,1.11901,1.11121,1.11753,1.1175700000000002,1.11914,1.11354,1.11372
135,EURUSD,11-08-2016 00:00,Buy,1.09094,1.09094,1.0953700000000002,1.08649,1.08914,1.0890600000000001,1.0923399999999999,1.08303,1.0851600000000001,1.0833,1.0840100000000001,1.07091,1.07364,1.07362,1.08166,1.07141,1.07206
359,EURUSD,11-08-2016 00:00,Buy,1.09094,1.09094,1.0953700000000002,1.08649,1.08914,1.0890600000000001,1.0923399999999999,1.08303,1.0851600000000001,1.0833,1.0840100000000001,1.07091,1.07364,1.07362,1.08166,1.07141,1.07206
58,EURUSD,28-08-2016 21:00,Sell,1.11885,1.11885,1.11923,1.11321,1.1143,1.11427,1.11654,1.11232,1.11574,1.11573,1.12051,1.11276,1.11965,1.11962,1.12521,1.11503,1.11539
132,EURUSD,28-08-2016 21:00,Sell,1.11885,1.11885,1.11923,1.11321,1.1143,1.11427,1.1165399999999999,1.11232,1.11574,1.1157299999999999,1.1205100000000001,1.11276,1.11965,1.11962,1.12521,1.11503,1.1153899999999999
282,EURUSD,28-08-2016 21:00,Sell,1.11885,1.11885,1.11923,1.11321,1.1143,1.11427,1.11654,1.11232,1.11574,1.11573,1.12051,1.11276,1.11965,1.11962,1.12521,1.11503,1.11539
356,EURUSD,28-08-2016 21:00,Sell,1.11885,1.11885,1.11923,1.11321,1.1143,1.11427,1.1165399999999999,1.11232,1.11574,1.1157299999999999,1.1205100000000001,1.11276,1.11965,1.11962,1.12521,1.11503,1.1153899999999999
283,EURUSD,01-11-2016 00:00,Buy,1.10972,1.10968,1.11259,1.10596,1.11042,1.11042,1.11412,1.10798,1.11378,1.10637,1.11103,1.10274,1.10401,1.10401,1.10669,1.10088,1.10256
59,EURUSD,01-11-2016 00:00,Buy,1.10972,1.10968,1.11259,1.10596,1.11042,1.11042,1.11412,1.10798,1.11378,1.10637,1.11103,1.10274,1.10401,1.10401,1.10669,1.10088,1.10256
60,EURUSD,07-11-2016 22:00,Sell,1.10256,1.10256,1.12995,1.0907,1.09094,1.09094,1.0953700000000002,1.08649,1.08914,1.08906,1.09234,1.08303,1.08516,1.0833,1.08401,1.07091,1.07364
284,EURUSD,07-11-2016 22:00,Sell,1.10256,1.10256,1.12995,1.0907,1.09094,1.09094,1.0953700000000002,1.08649,1.08914,1.08906,1.09234,1.08303,1.08516,1.0833,1.08401,1.07091,1.07364
61,EURUSD,08-11-2016 00:00,Buy,1.09094,1.09094,1.0953700000000002,1.08649,1.08914,1.08906,1.09234,1.08303,1.08516,1.0833,1.08401,1.07091,1.07364,1.07362,1.08166,1.07141,1.07206
285,EURUSD,08-11-2016 00:00,Buy,1.09094,1.09094,1.0953700000000002,1.08649,1.08914,1.08906,1.09234,1.08303,1.08516,1.0833,1.08401,1.07091,1.07364,1.07362,1.08166,1.07141,1.07206
214,EURJPY,12-11-2016 00:00,Buy,122.31700000000001,122.31700000000001,122.79899999999999,122.09100000000001,122.367,122.387,123.415,122.132,123.27799999999999,123.279,124.094,122.566,123.046,123.046,123.632,122.835,123.182
286,EURUSD,13-11-2016 22:00,Sell,1.07364,1.07362,1.08166,1.07141,1.07206,1.07206,1.07595,1.06661,1.06906,1.06904,1.07455,1.06199,1.06262,1.0626799999999998,1.06428,1.05692,1.05866
136,EURUSD,13-11-2016 22:00,Sell,1.07364,1.07362,1.08166,1.07141,1.07206,1.07206,1.07595,1.06661,1.0690600000000001,1.06904,1.07455,1.06199,1.0626200000000001,1.0626799999999998,1.06428,1.05692,1.05866
360,EURUSD,13-11-2016 22:00,Sell,1.07364,1.07362,1.08166,1.07141,1.07206,1.07206,1.07595,1.06661,1.0690600000000001,1.06904,1.07455,1.06199,1.0626200000000001,1.0626799999999998,1.06428,1.05692,1.05866
62,EURUSD,13-11-2016 22:00,Sell,1.07364,1.07362,1.08166,1.07141,1.07206,1.07206,1.07595,1.06661,1.06906,1.06904,1.07455,1.06199,1.06262,1.0626799999999998,1.06428,1.05692,1.05866
63,EURUSD,09-01-2017 00:00,Buy,1.0554,1.05548,1.06229,1.04538,1.0582200000000002,1.05824,1.06847,1.05714,1.06123,1.06121,1.06734,1.05961,1.0642,1.06039,1.06358,1.05793,1.05986
287,EURUSD,09-01-2017 00:00,Buy,1.0554,1.05548,1.06229,1.04538,1.0582200000000002,1.05824,1.06847,1.05714,1.06123,1.06121,1.06734,1.05961,1.0642,1.06039,1.06358,1.05793,1.05986
64,EURUSD,10-01-2017 22:00,Sell,1.0582200000000002,1.05824,1.06847,1.05714,1.06123,1.06121,1.06734,1.05961,1.0642,1.06039,1.06358,1.05793,1.05986,1.05986,1.07191,1.05974,1.07135
288,EURUSD,10-01-2017 22:00,Sell,1.0582200000000002,1.05824,1.06847,1.05714,1.06123,1.06121,1.06734,1.05961,1.0642,1.06039,1.06358,1.05793,1.05986,1.05986,1.07191,1.05974,1.07135
289,EURUSD,30-03-2017 21:00,Sell,1.06528,1.06594,1.06809,1.06423,1.06691,1.0668799999999998,1.0677,1.06355,1.06729,1.06729,1.06889,1.06349,1.06627,1.06625,1.0684,1.06289,1.06438
65,EURUSD,30-03-2017 21:00,Sell,1.06528,1.06594,1.06809,1.06423,1.06691,1.0668799999999998,1.0677,1.06355,1.06729,1.06729,1.06889,1.06349,1.06627,1.06625,1.0684,1.06289,1.06438
139,EURUSD,30-03-2017 21:00,Sell,1.06528,1.0659399999999999,1.06809,1.06423,1.06691,1.0668799999999998,1.0677,1.06355,1.06729,1.06729,1.06889,1.06349,1.06627,1.06625,1.0684,1.06289,1.0643799999999999
363,EURUSD,30-03-2017 21:00,Sell,1.06528,1.0659399999999999,1.06809,1.06423,1.06691,1.0668799999999998,1.0677,1.06355,1.06729,1.06729,1.06889,1.06349,1.06627,1.06625,1.0684,1.06289,1.0643799999999999
215,EURJPY,23-04-2017 00:00,Buy,119.28200000000001,119.27600000000001,121.645,119.064,121.32799999999999,121.32799999999999,121.975,120.913,121.088,121.083,121.889,120.60600000000001,120.95100000000001,120.947,121.999,120.693,121.439
216,EURJPY,06-05-2017 21:00,Sell,123.384,123.384,123.735,122.631,123.60700000000001,123.59100000000001,124.03200000000001,123.162,123.351,123.351,123.86399999999999,122.816,123.47399999999999,123.62799999999999,123.73700000000001,122.794,123.167
217,EURJPY,08-08-2017 21:00,Sell,129.425,129.428,129.55100000000002,128.22799999999998,128.535,128.537,129.16299999999998,128.049,129.043,129.013,129.65,128.91899999999998,129.111,129.121,130.033,129.072,129.85299999999998
218,EURJPY,15-08-2017 00:00,Buy,129.658,129.655,129.702,128.365,128.43200000000002,128.436,128.78799999999998,127.561,128.409,128.533,128.78799999999998,127.835,128.73,128.73,129.18200000000002,128.329,128.85399999999998
219,EURJPY,16-08-2017 21:00,Sell,128.43200000000002,128.436,128.78799999999998,127.561,128.409,128.533,128.78799999999998,127.835,128.73,128.73,129.18200000000002,128.329,128.85399999999998,128.85399999999998,129.119,128.485,128.74
137,EURUSD,01-09-2017 00:00,Buy,1.0554,1.05548,1.06229,1.04538,1.0582200000000002,1.05824,1.06847,1.05714,1.06123,1.06121,1.06734,1.05961,1.0642,1.06039,1.06358,1.05793,1.05986
361,EURUSD,01-09-2017 00:00,Buy,1.0554,1.05548,1.06229,1.04538,1.0582200000000002,1.05824,1.06847,1.05714,1.06123,1.06121,1.06734,1.05961,1.0642,1.06039,1.06358,1.05793,1.05986
140,EURUSD,24-09-2017 21:00,Sell,1.18476,1.18476,1.18615,1.17574,1.17925,1.1792799999999999,1.1795,1.17171,1.17446,1.17446,1.1804,1.17212,1.17855,1.17862,1.18325,1.17726,1.18137
290,EURUSD,24-09-2017 21:00,Sell,1.18476,1.18476,1.18615,1.17574,1.17925,1.17928,1.1795,1.17171,1.17446,1.17446,1.1804,1.17212,1.17855,1.17862,1.18325,1.17726,1.18137
66,EURUSD,24-09-2017 21:00,Sell,1.18476,1.18476,1.18615,1.17574,1.17925,1.17928,1.1795,1.17171,1.17446,1.17446,1.1804,1.17212,1.17855,1.17862,1.18325,1.17726,1.18137
364,EURUSD,24-09-2017 21:00,Sell,1.18476,1.18476,1.18615,1.17574,1.17925,1.1792799999999999,1.1795,1.17171,1.17446,1.17446,1.1804,1.17212,1.17855,1.17862,1.18325,1.17726,1.18137
138,EURUSD,01-10-2017 22:00,Sell,1.0582200000000002,1.05824,1.06847,1.05714,1.06123,1.06121,1.06734,1.05961,1.0642,1.06039,1.06358,1.05793,1.05986,1.05986,1.0719100000000001,1.05974,1.07135
362,EURUSD,01-10-2017 22:00,Sell,1.0582200000000002,1.05824,1.06847,1.05714,1.06123,1.06121,1.06734,1.05961,1.0642,1.06039,1.06358,1.05793,1.05986,1.05986,1.0719100000000001,1.05974,1.07135
365,EURUSD,13-11-2017 00:00,Buy,1.17975,1.17975,1.18604,1.17846,1.17907,1.17905,1.18008,1.17569,1.17697,1.1769399999999999,1.1821700000000002,1.1765299999999999,1.17879,1.1785700000000001,1.18085,1.1722299999999999,1.1732799999999999
67,EURUSD,13-11-2017 00:00,Buy,1.17975,1.17975,1.18604,1.17846,1.17907,1.17905,1.18008,1.17569,1.17697,1.17694,1.1821700000000002,1.17653,1.17879,1.17857,1.18085,1.17223,1.17328
291,EURUSD,13-11-2017 00:00,Buy,1.17975,1.17975,1.18604,1.17846,1.17907,1.17905,1.18008,1.17569,1.17697,1.17694,1.1821700000000002,1.17653,1.17879,1.17857,1.18085,1.17223,1.17328
141,EURUSD,13-11-2017 00:00,Buy,1.17975,1.17975,1.18604,1.17846,1.17907,1.17905,1.18008,1.17569,1.17697,1.1769399999999999,1.1821700000000002,1.1765299999999999,1.17879,1.1785700000000001,1.18085,1.1722299999999999,1.1732799999999999
223,EURJPY,10-01-2018 21:00,Sell,131.19899999999998,131.191,131.975,130.967,131.451,131.442,131.576,130.744,131.105,131.08700000000002,131.41299999999998,130.6,131.0,131.097,131.246,129.51,130.109
68,EURUSD,26-02-2018 22:00,Sell,1.22328,1.2233,1.22412,1.21878,1.21939,1.21936,1.2273,1.21546,1.22671,1.22658,1.23358,1.22514,1.23186,1.23248,1.23641,1.22688,1.23356
142,EURUSD,26-02-2018 22:00,Sell,1.22328,1.2233,1.22412,1.21878,1.21939,1.21936,1.2273,1.21546,1.22671,1.22658,1.23358,1.22514,1.23186,1.23248,1.23641,1.22688,1.23356
380,EURUSD,26-02-2018 22:00,Sell,1.22328,1.2233,1.22412,1.21878,1.21939,1.21936,1.2273,1.21546,1.22671,1.22658,1.23358,1.22514,1.23186,1.23248,1.23641,1.22688,1.23356
366,EURUSD,26-02-2018 22:00,Sell,1.22328,1.2233,1.22412,1.21878,1.21939,1.21936,1.2273,1.21546,1.22671,1.22658,1.23358,1.22514,1.23186,1.23248,1.23641,1.22688,1.23356
373,EURUSD,26-02-2018 22:00,Sell,1.22328,1.2233,1.22412,1.21878,1.21939,1.21936,1.2273,1.21546,1.22671,1.22658,1.23358,1.22514,1.23186,1.23248,1.23641,1.22688,1.23356
149,EURUSD,26-02-2018 22:00,Sell,1.22328,1.2233,1.22412,1.21878,1.21939,1.21936,1.2273,1.21546,1.22671,1.22658,1.23358,1.22514,1.23186,1.23248,1.23641,1.22688,1.23356
292,EURUSD,26-02-2018 22:00,Sell,1.22328,1.2233,1.22412,1.21878,1.21939,1.21936,1.2273,1.21546,1.22671,1.22658,1.23358,1.22514,1.23186,1.23248,1.23641,1.22688,1.23356
387,EURUSD,26-02-2018 22:00,Sell,1.22328,1.2233,1.22412,1.21878,1.21939,1.21936,1.2273,1.21546,1.22671,1.22658,1.23358,1.22514,1.23186,1.23248,1.23641,1.22688,1.23356
388,EURUSD,04-03-2018 00:00,Buy,1.23356,1.23356,1.24199,1.23281,1.24038,1.24037,1.2445,1.2384700000000002,1.2411,1.24108,1.2446,1.22979,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041
69,EURUSD,04-03-2018 00:00,Buy,1.23356,1.23356,1.24199,1.23281,1.24038,1.24037,1.2445,1.2384700000000002,1.2411,1.24108,1.2446,1.22979,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041
150,EURUSD,04-03-2018 00:00,Buy,1.23356,1.23356,1.24199,1.23281,1.24038,1.24037,1.2445,1.2384700000000002,1.2411,1.24108,1.2446,1.22979,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041
293,EURUSD,04-03-2018 00:00,Buy,1.23356,1.23356,1.24199,1.23281,1.24038,1.24037,1.2445,1.2384700000000002,1.2411,1.24108,1.2446,1.22979,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041
374,EURUSD,04-03-2018 00:00,Buy,1.23356,1.23356,1.24199,1.23281,1.24038,1.24037,1.2445,1.2384700000000002,1.2411,1.24108,1.2446,1.22979,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041
294,EURUSD,07-03-2018 22:00,Sell,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041,1.23094,1.23455,1.2290299999999998,1.23339,1.23332,1.24074,1.23145,1.23894,1.23893,1.24125,1.23471,1.23673
151,EURUSD,07-03-2018 22:00,Sell,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041,1.23094,1.23455,1.2290299999999998,1.23339,1.23332,1.24074,1.23145,1.23894,1.23893,1.24125,1.23471,1.23673
70,EURUSD,07-03-2018 22:00,Sell,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041,1.23094,1.23455,1.2290299999999998,1.23339,1.23332,1.24074,1.23145,1.23894,1.23893,1.24125,1.23471,1.23673
375,EURUSD,07-03-2018 22:00,Sell,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041,1.23094,1.23455,1.2290299999999998,1.23339,1.23332,1.24074,1.23145,1.23894,1.23893,1.24125,1.23471,1.23673
389,EURUSD,07-03-2018 22:00,Sell,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041,1.23094,1.23455,1.2290299999999998,1.23339,1.23332,1.24074,1.23145,1.23894,1.23893,1.24125,1.23471,1.23673
143,EURUSD,03-04-2018 00:00,Buy,1.23356,1.23356,1.24199,1.23281,1.24038,1.24037,1.2445,1.2384700000000002,1.2411,1.24108,1.2446,1.22979,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041
381,EURUSD,03-04-2018 00:00,Buy,1.23356,1.23356,1.24199,1.23281,1.24038,1.24037,1.2445,1.2384700000000002,1.2411,1.24108,1.2446,1.22979,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041
367,EURUSD,03-04-2018 00:00,Buy,1.23356,1.23356,1.24199,1.23281,1.24038,1.24037,1.2445,1.2384700000000002,1.2411,1.24108,1.2446,1.22979,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041
220,EURJPY,07-04-2018 00:00,Buy,129.322,129.321,129.967,129.208,129.715,129.68200000000002,130.27100000000002,129.59,130.245,130.245,130.74200000000002,130.097,130.34799999999998,130.35399999999998,130.958,129.909,130.748
369,EURUSD,07-05-2018 00:00,Buy,1.17444,1.17392,1.17906,1.17326,1.17503,1.1750200000000002,1.17624,1.16901,1.17441,1.1744,1.1758,1.1665299999999998,1.16726,1.1672799999999999,1.16955,1.16497,1.16707
145,EURUSD,07-05-2018 00:00,Buy,1.17444,1.17392,1.17906,1.17326,1.17503,1.1750200000000002,1.17624,1.16901,1.17441,1.1744,1.1758,1.1665299999999998,1.16726,1.1672799999999999,1.16955,1.16497,1.16707
383,EURUSD,07-05-2018 00:00,Buy,1.17444,1.17392,1.17906,1.17326,1.17503,1.1750200000000002,1.17624,1.16901,1.17441,1.1744,1.1758,1.1665299999999998,1.16726,1.1672799999999999,1.16955,1.16497,1.16707
224,EURJPY,11-06-2018 00:00,Buy,129.666,129.666,130.127,129.388,129.609,129.606,129.638,128.738,128.97,128.87,129.186,127.65,127.698,127.679,128.752,127.49799999999999,128.475
144,EURUSD,03-07-2018 22:00,Sell,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041,1.23094,1.23455,1.2290299999999998,1.23339,1.23332,1.24074,1.23145,1.23894,1.2389299999999999,1.24125,1.23471,1.2367299999999999
382,EURUSD,03-07-2018 22:00,Sell,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041,1.23094,1.23455,1.2290299999999998,1.23339,1.23332,1.24074,1.23145,1.23894,1.2389299999999999,1.24125,1.23471,1.2367299999999999
368,EURUSD,03-07-2018 22:00,Sell,1.23104,1.2310299999999998,1.2334200000000002,1.2273,1.23041,1.23094,1.23455,1.2290299999999998,1.23339,1.23332,1.24074,1.23145,1.23894,1.2389299999999999,1.24125,1.23471,1.2367299999999999
376,EURUSD,05-07-2018 00:00,Buy,1.17444,1.17392,1.17906,1.17326,1.17503,1.1750200000000002,1.17624,1.16901,1.17441,1.1744,1.1758,1.1665299999999998,1.16726,1.16728,1.16955,1.16497,1.16707
71,EURUSD,05-07-2018 00:00,Buy,1.17444,1.17392,1.17906,1.17326,1.17503,1.1750200000000002,1.17624,1.16901,1.17441,1.1744,1.1758,1.1665299999999998,1.16726,1.16728,1.16955,1.16497,1.16707
152,EURUSD,05-07-2018 00:00,Buy,1.17444,1.17392,1.17906,1.17326,1.17503,1.1750200000000002,1.17624,1.16901,1.17441,1.1744,1.1758,1.1665299999999998,1.16726,1.16728,1.16955,1.16497,1.16707
