Date,Open,High,Low,Close,Volume,+DI14,-DI14,ADX
2018-01-01,857.7,862.05,851.05,852.45,472607,0,0,0
2018-01-02,854.1,858.45,840.6,845.15,1181949,0,0,0
2018-01-03,863.9,869.4,853.0,856.3,2606556,0,0,0
2018-01-04,864.4,897.45,853.1,892.9,3028931,0,0,0
2018-01-05,895.0,913.95,893.5,909.7,4036882,0,0,0
2018-01-08,911.0,930.0,906.75,926.1,2112170,0,0,0
2018-01-09,925.0,938.5,917.25,932.95,2419079,0,0,0
2018-01-10,932.5,935.4,911.9,917.6,1605433,0,0,0
2018-01-11,916.9,917.7,903.3,906.9,1597329,0,0,0
2018-01-12,906.0,917.4,892.45,903.8,1874518,0,0,0
2018-01-15,909.0,921.9,897.7,918.25,2195562,0,0,0
2018-01-16,927.0,927.5,882.6,889.4,2383484,0,0,0
2018-01-17,892.8,895.55,862.5,893.1,2553841,0,0,0
2018-01-18,897.75,903.6,875.0,885.85,1285534,0,0,0
2018-01-19,879.1,897.55,879.1,891.45,1483177,25.436066474385395,19.351737398708952,0
2018-01-22,890.0,912.0,887.1,909.75,1495629,27.672324723247254,18.024108241082395,0
2018-01-23,910.7,914.7,898.3,905.7,1747166,27.15219216219282,17.18772669232927,0
2018-01-24,905.7,909.25,881.0,886.9,1109233,25.000141865878334,20.679173051270194,0
2018-01-25,882.0,905.3,876.75,884.1,3104669,23.014834648591393,20.219139604131335,0
2018-01-29,887.4,901.5,880.5,896.2,1151570,21.652773377686117,19.022532832615823,0
2018-01-30,899.25,911.6,878.35,884.15,2101888,22.452362914900306,17.278874922016094,0
2018-01-31,883.0,884.95,859.4,869.55,1431670,20.86934544339946,21.289898178507087,0
2018-02-01,877.5,879.1,812.75,831.0,6097492,17.43211636572029,29.363451382167792,0
2018-02-02,810.0,849.75,784.15,822.2,8088986,14.83121452731065,31.487205092446445,0
2018-02-05,810.0,816.75,795.2,802.3,3079541,13.91122312266787,29.534030051526322,0
2018-02-06,765.0,788.4,752.7,782.65,3188895,12.390661137699812,35.67164752237298,0
2018-02-07,785.0,801.0,780.0,783.65,2686877,14.65077829365676,33.9782381099939,0
2018-02-08,785.1,808.9,780.8,800.75,2219546,15.512800078913061,31.802663396072443,0
2018-02-09,790.1,804.0,783.05,796.8,1564899,16.325643042890515,29.751206427044064,22.40076331282085
2018-02-12,803.0,812.8,796.55,809.05,2067452,17.786611782058802,28.602180595313076,22.466069300906607
2018-02-14,814.0,825.9,809.1,813.7,2154852,20.265560275333108,27.41963445479776,21.932972612597837
2018-02-15,822.7,823.3,800.0,814.85,2225089,19.09020224430792,28.094506176864186,21.729410107499984
2018-02-16,820.0,826.9,798.65,803.2,1698333,18.643401740397337,26.116728152053962,21.36990876066412
2018-02-19,805.0,809.0,790.0,803.95,1699508,17.73891336594113,27.058388188966344,21.329461865476027
2018-02-20,803.95,837.9,797.65,832.25,3881439,23.12632343745053,24.36197025628059,19.991786231065102
2018-02-21,837.95,841.5,818.75,822.9,2067029,22.70872307367941,22.9687407325841,18.60446201067553
2018-02-22,825.0,836.0,814.05,817.5,3244314,21.435009581417084,22.881441297730476,17.5087054982823
2018-02-23,822.2,823.6,810.25,814.2,2446637,20.67544395429991,23.07927831314162,16.650504072547633
2018-02-26,819.95,823.35,805.0,819.7,2438241,19.644980239444564,23.354947026338984,16.077456948144626
2018-02-27,825.0,835.7,819.25,822.6,2089446,22.18967483915951,22.28278164192565,14.944021334260123
