Time,Open,High,Low,Close,Volume,+DI14,-DI14,ADX
2009-12-31 22:00:00,1.43216,1.43356,1.4317799999999998,1.43335,79655.4988,0,0,0
2010-01-03 22:00:00,1.43024,1.44556,1.42559,1.4412,78832.80070000004,0,0,0
2010-01-04 22:00:00,1.4411200000000002,1.44834,1.43445,1.43639,79840.5999,0,0,0
2010-01-05 22:00:00,1.4363,1.4434200000000001,1.4280700000000002,1.44062,80951.19940000001,0,0,0
2010-01-06 22:00:00,1.4405299999999999,1.44432,1.4297600000000001,1.43045,80960.3002,0,0,0
2010-01-07 22:00:00,1.4306299999999998,1.44382,1.42616,1.4408299999999998,80254.8999,0,0,0
2010-01-10 22:00:00,1.44265,1.45539,1.44049,1.4511100000000001,79856.4,0,0,0
2010-01-11 22:00:00,1.45108,1.45479,1.44507,1.4481600000000001,79620.4998,0,0,0
2010-01-12 22:00:00,1.44832,1.45797,1.4455,1.45082,79818.59969999999,0,0,0
2010-01-13 22:00:00,1.45089,1.45546,1.4445,1.44969,80521.99939999999,0,0,0
2010-01-14 22:00:00,1.4498,1.4511100000000001,1.43347,1.43849,80340.10040000001,0,0,0
2010-01-17 22:00:00,1.4353,1.4399899999999999,1.43325,1.43815,81040.99970000001,0,0,0
2010-01-18 22:00:00,1.43816,1.4412399999999999,1.42498,1.42855,79048.1002,0,0,0
2010-01-19 22:00:00,1.42859,1.42946,1.4078,1.41051,80415.3994,0,0,0
2010-01-20 22:00:00,1.4104299999999999,1.41422,1.40247,1.40826,79167.3998,14.95111285805521,26.045300447108456,0
2010-01-21 22:00:00,1.40836,1.41805,1.40649,1.41361,79507.7998,15.999045492265887,24.544026669230938,0
2010-01-24 22:00:00,1.41557,1.41939,1.41248,1.4149100000000001,78701.1993,16.120444275964484,23.6658975005844,0
2010-01-25 22:00:00,1.41493,1.4178,1.4039700000000002,1.40698,79117.2001,14.966310486703357,26.376963383775482,0
2010-01-26 22:00:00,1.40701,1.40957,1.39944,1.402,79560.40040000001,14.166279333206077,27.357427251368076,0
2010-01-27 22:00:00,1.40216,1.40516,1.39454,1.3969200000000002,79533.4993,13.359977530727301,28.4264380784246,0
2010-01-28 22:00:00,1.39686,1.3986100000000001,1.38589,1.38605,78720.4002,12.446228601535687,31.133266976247825,0
2010-01-31 22:00:00,1.38608,1.3936600000000001,1.38501,1.39289,80144.30059999999,11.852556205183545,30.133503218370382,0
2010-02-01 22:00:00,1.3929200000000002,1.3974799999999998,1.3883,1.39629,79834.70000000001,13.391047664368774,28.57568428150249,0
2010-02-02 22:00:00,1.39632,1.40247,1.38829,1.3892200000000001,80242.19989999999,15.11728518374137,26.312846507113036,0
2010-02-03 22:00:00,1.38916,1.39022,1.37184,1.3721299999999998,79709.59980000001,13.612580722038778,32.60214858505974,0
2010-02-04 22:00:00,1.37218,1.37448,1.35816,1.36763,80182.2999,12.42955966002099,37.05361694223328,0
2010-02-07 22:00:00,1.36553,1.3712799999999998,1.36195,1.36475,80947.10079999999,11.798286783445537,35.171736650859465,0
2010-02-08 22:00:00,1.36461,1.38385,1.364,1.37951,79000.0998,17.16922761091677,31.505569425634132,0
2010-02-09 22:00:00,1.37961,1.3811200000000001,1.36747,1.37335,80559.8,21.82749552371879,28.325867824588137,34.44430892116018
2010-02-10 22:00:00,1.3733600000000001,1.37999,1.3593,1.36915,79846.60070000001,19.60633422942596,29.46169096571306,33.418650385248796
2010-02-11 22:00:00,1.36919,1.36937,1.35276,1.36305,79518.20010000003,18.02090583635781,30.263220294777387,32.84265675917111
2010-02-14 22:00:00,1.3624,1.36323,1.3576700000000002,1.3595899999999999,78848.90030000001,17.51047374809134,29.40603149011886,32.307805534956124
2010-02-15 22:00:00,1.35972,1.37778,1.3587200000000001,1.37677,80626.80010000001,23.079532844561818,26.622228216381398,30.50924136337777
2010-02-16 22:00:00,1.37696,1.3789200000000001,1.3583399999999999,1.36058,80772.90039999997,21.340175478838873,23.982256224311943,28.746404205853594
2010-02-17 22:00:00,1.3603399999999999,1.36529,1.35132,1.35243,80798.4991,19.89774621798039,25.757786920660898,27.60989927482844
2010-02-18 22:00:00,1.35232,1.36172,1.3443100000000001,1.3608200000000001,80787.10000000003,18.24283075119547,26.964301142673243,27.01578107268821
2010-02-21 22:00:00,1.3633,1.36534,1.35723,1.35932,79892.19979999999,19.299945168424923,25.88432171465166,26.126959355677453
2010-02-22 22:00:00,1.3593899999999999,1.36917,1.3495,1.3505,80743.60010000001,17.472099219738336,27.15473529853172,25.810525971583807
2010-02-23 22:00:00,1.35055,1.36253,1.34995,1.35338,80283.40039999997,16.402191414729206,25.491909162217514,25.51669497206828
2010-02-24 22:00:00,1.35352,1.35696,1.34484,1.3547799999999999,80896.19989999999,15.422344285547682,26.48774332420043,25.579981784712878
2010-02-25 22:00:00,1.3545200000000002,1.36825,1.35271,1.3628,80021.2001,19.783300892425633,24.469323558695468,24.50921549201672
2010-02-28 22:00:00,1.3620700000000001,1.36538,1.34589,1.35576,81209.3996,17.93715661187011,25.4513103258141,23.99558012715343
2010-03-01 22:00:00,1.35589,1.3620700000000001,1.34345,1.36143,80600.7007,16.365859797553718,24.36970119701867,23.685059446241123
2010-03-02 22:00:00,1.36141,1.3735600000000001,1.3589799999999999,1.36945,80333.00020000001,20.661060374202535,22.693347257116404,22.32809899151483
2010-03-03 22:00:00,1.36953,1.3710799999999999,1.35504,1.35794,80169.6997,19.10411305466676,22.834282473633156,21.36854919419984
2010-03-04 22:00:00,1.35774,1.36297,1.3528799999999999,1.36222,78971.9998,18.176223163689066,22.764975352943594,20.642806612297857
2010-03-07 22:00:00,1.36316,1.37038,1.36038,1.36319,78549.4004,20.932418456651323,21.6430068189542,19.287535468806897
2010-03-08 22:00:00,1.36325,1.36348,1.35337,1.35996,79167.20009999999,19.866391186603735,24.071938115226317,18.59353126731688
2010-03-09 22:00:00,1.35995,1.36795,1.35416,1.36542,80122.89959999999,20.739773377137823,22.396505514028025,17.539757120774766
2010-03-10 22:00:00,1.36548,1.36857,1.36175,1.36778,79964.0005,20.323387225302827,21.59594723500655,16.503755558052895
2010-03-11 22:00:00,1.3678299999999999,1.37981,1.36671,1.37653,79931.10029999999,24.831557120674464,20.10906627073591,16.075507988972678
2010-03-14 21:00:00,1.37699,1.37778,1.36382,1.36754,80024.4004,23.01319774954672,20.152485900774565,15.400634748068706
2010-03-15 21:00:00,1.36748,1.37808,1.3654899999999999,1.3764100000000001,79840.3995,21.64336129909464,18.814379465190026,14.80004915920826
2010-03-16 21:00:00,1.3764100000000001,1.38171,1.37232,1.37363,79941.29960000001,22.504846554770985,17.861777955987566,14.564491816467802
2010-03-17 21:00:00,1.3735700000000002,1.3742299999999998,1.35826,1.36055,79361.60040000001,20.594965010984936,23.817483285574124,14.042448810258978
2010-03-18 21:00:00,1.36056,1.36269,1.3499700000000001,1.35287,80767.60010000001,19.19749703790189,26.623652102279475,14.19704736053932
2010-03-21 21:00:00,1.3534,1.35673,1.34606,1.3557,79979.0999,18.088704581265496,27.202444822560913,14.620298504310222
2010-03-22 21:00:00,1.35562,1.35679,1.3473899999999999,1.34974,80419.6006,17.182157018134458,25.789279474816574,15.006696400138386
2010-03-23 21:00:00,1.3497,1.35054,1.33092,1.33124,79249.5997,15.385547005395539,31.87018464114764,16.426495971625677
2010-03-24 21:00:00,1.33114,1.33881,1.3265799999999999,1.32702,79773.49990000002,14.376434779154692,32.107373264013,17.977770037980456
2010-03-25 21:00:00,1.32694,1.34246,1.32664,1.34081,80064.99930000001,15.104417557865341,29.419399440718614,18.990164378827178
2010-03-28 21:00:00,1.3414700000000002,1.35051,1.3414700000000002,1.34812,80123.59990000003,18.660550153165588,27.87828042609986,19.04847664366355
2010-03-29 21:00:00,1.34812,1.35348,1.33931,1.34113,79428.30010000001,18.835605050985208,25.755725384057715,18.796369849650542
2010-03-30 21:00:00,1.34079,1.35475,1.33819,1.35075,79226.6002,17.85916443417509,23.50355283684191,18.42849181565391
2010-03-31 21:00:00,1.35074,1.35904,1.34575,1.3587200000000001,79448.1003,18.872432322206116,21.85208511486231,17.634785739702526
2010-04-01 21:00:00,1.3583,1.35899,1.34713,1.35012,79591.6994,17.678637332288936,20.46980914301148,16.897772954890524
2010-04-04 21:00:00,1.3497,1.3538,1.34562,1.34829,79478.899,16.88528942160248,20.379601429818187,16.360571665168035
2010-04-05 21:00:00,1.34814,1.3496,1.33536,1.33978,78731.79980000001,15.574952452122334,24.38938580058696,16.76736990573365
2010-04-06 21:00:00,1.33975,1.3408,1.3324799999999999,1.3342399999999999,80486.0997,14.84985764323975,24.865459077795617,17.371021027879834
