Date,Open,High,Low,Close,Volume,+DI14,-DI14,ADX
2018-01-04,1149.0,1178.0,1145.9,1172.05,729965,0,0,0
2018-01-05,1178.0,1192.0,1167.45,1185.25,1151320,0,0,0
2018-01-08,1190.0,1190.85,1173.5,1182.0,928875,0,0,0
2018-01-09,1183.1,1197.2,1175.1,1193.05,699621,0,0,0
2018-01-10,1186.0,1189.1,1171.1,1177.4,1102382,0,0,0
2018-01-11,1179.9,1189.95,1170.0,1188.95,475476,0,0,0
2018-01-12,1187.0,1192.55,1176.0,1189.7,390841,0,0,0
2018-01-15,1189.65,1208.2,1182.45,1204.05,723833,0,0,0
2018-01-16,1204.05,1204.05,1184.0,1188.75,557253,0,0,0
2018-01-17,1186.8,1196.4,1178.4,1193.75,506648,0,0,0
2018-01-18,1195.0,1204.1,1181.0,1188.25,500762,0,0,0
2018-01-19,1183.1,1195.0,1177.9,1189.9,722692,0,0,0
2018-01-22,1192.0,1193.7,1164.1,1176.0,942542,0,0,0
2018-01-23,1176.0,1177.85,1156.2,1169.9,1841634,0,0,0
2018-01-24,1170.0,1171.65,1145.05,1151.05,1122469,15.21524811041734,15.330266184686122,0
2018-01-25,1148.0,1161.4,1143.45,1150.45,1563047,14.306427077391124,14.946995626544895,0
2018-01-29,1154.0,1164.25,1147.6,1152.05,1538762,14.464689338647569,14.105371223493204,0
2018-01-30,1151.0,1152.0,1123.45,1126.7,1404578,13.100175329485003,20.740380618603087,0
2018-01-31,1128.0,1139.8,1124.0,1128.3,961596,12.4040185870595,19.638215537223267,0
2018-02-01,1126.0,1157.35,1126.0,1153.0,1103162,16.847673211700638,17.63565082691045,0
2018-02-02,1148.0,1148.0,1123.95,1137.9,872105,15.291597677353664,16.65857269338835,0
2018-02-05,1121.2,1140.0,1114.3,1134.1,1263378,14.054830301404106,18.348137901774322,0
2018-02-06,1110.0,1127.0,1090.1,1110.25,1055719,12.230938115024923,23.10444185305881,0
2018-02-07,1115.0,1125.2,1106.55,1121.1,854461,11.546945347102438,21.812368343589863,0
2018-02-08,1128.0,1131.3,1110.0,1124.05,1185917,12.646886409552677,20.40861523903935,0
2018-02-09,1101.0,1142.25,1101.0,1130.75,666922,14.291597928034031,17.993525840499395,0
2018-02-12,1138.0,1150.0,1135.9,1144.4,646362,15.749279340764884,16.98348716186955,0
2018-02-14,1144.0,1144.0,1127.0,1139.15,691596,14.93329722518723,18.753650346426802,0
2018-02-15,1135.0,1139.9,1123.0,1135.45,471072,14.144109628017329,20.465686435882507,12.885321836863143
2018-02-16,1136.5,1147.0,1130.0,1143.85,734476,15.599035176295498,19.387648518654636,12.738422385049228
2018-02-19,1145.0,1145.8,1111.55,1120.35,443677,13.999094091161703,22.924246220188557,13.555114685114924
2018-02-20,1123.95,1136.0,1112.75,1126.4,662281,13.022638904336173,21.32524995800177,14.313471820890213
2018-02-21,1132.35,1133.25,1115.0,1127.2,720563,12.297543194177054,20.137867939947864,15.017660589824407
2018-02-22,1122.7,1126.4,1101.0,1118.1,1559398,11.322834990203798,22.77702105232651,16.344265566048573
2018-02-23,1117.05,1117.05,1098.9,1101.8,1140118,10.656264797387593,22.080033783896926,17.669413506471788
2018-02-26,1110.0,1110.0,1095.4,1104.8,1170283,10.16616537396748,22.16707619243975,19.058478568008535
2018-02-27,1104.8,1113.0,1098.95,1110.35,610498,10.675081268399028,21.158580898450126,20.049452912224474
2018-02-28,1104.0,1124.0,1099.25,1117.75,1006756,13.358071419380671,19.477522719669928,19.948537666952117
2018-03-01,1120.0,1124.2,1108.0,1118.9,736217,12.715112546372964,18.44455019336374,19.837024583147024
2018-03-05,1110.25,1114.85,1100.0,1105.95,529677,11.920799136530725,19.9365525651279,20.217336605646643
2018-03-06,1112.6,1112.6,1100.0,1101.6,702294,11.409097955813793,19.080774578252928,20.570483483682008
2018-03-07,1105.7,1109.95,1095.25,1107.25,669686,10.82527462725217,19.7578866718173,21.18742145789253
2018-03-08,1114.8,1130.0,1107.6,1127.6,751329,16.900342462833713,18.20523124648342,19.93953718333711
2018-03-09,1133.0,1140.0,1124.4,1129.1,1158526,19.489308720476775,17.206703470196246,18.959592293895216
2018-03-12,1131.1,1134.0,1120.0,1131.5,527293,18.508201889883367,17.922643270723903,17.72014395110396
2018-03-13,1125.2,1143.0,1125.2,1140.3,711550,20.575127107414122,16.766930086484425,17.182858289228005
2018-03-14,1139.95,1144.45,1131.1,1137.0,1360578,20.094255747621688,15.936892794377174,16.779671776009206
2018-03-15,1132.15,1163.75,1132.15,1160.8,1146702,24.686359695180062,14.151123055517226,17.518728522118273
2018-03-16,1159.9,1159.9,1118.4,1122.75,1946844,21.24628230278281,16.69820394661269,17.123543460526687
2018-03-19,1121.15,1124.0,1097.9,1102.55,855444,19.449562587626605,21.92827994903098,16.3283222216807
2018-03-20,1102.0,1117.0,1092.15,1106.5,720303,17.897660818863883,22.024871294434945,15.900445481341363
2018-03-21,1106.5,1116.0,1100.0,1103.55,612237,16.95935994636769,20.870197722210186,15.503131365311976
2018-03-22,1102.5,1110.0,1100.0,1107.1,478426,16.381317956541853,20.158858930088563,15.134196828998975
2018-03-23,1094.85,1120.0,1093.05,1112.65,828523,18.246877593159628,18.344210840511813,14.072182955645516
2018-03-26,1112.0,1119.0,1101.0,1117.55,479675,17.137276939060637,17.228691308819872,13.086027216103021
2018-03-27,1119.0,1138.0,1116.4,1131.1,672158,22.297638916596117,15.97340825342207,13.331656953003316
2018-03-28,1130.85,1130.85,1115.0,1120.4,699839,21.06561181318451,15.571285285357531,13.450588790408291
2018-04-02,1120.4,1153.95,1111.5,1150.15,428944,25.588531457415638,13.459596446849458,14.708511158976966
2018-04-03,1145.05,1156.7,1138.95,1152.1,561118,25.007501182513366,12.684956664356017,15.99306999133326
2018-04-04,1156.9,1157.7,1126.0,1136.0,607619,22.51525873639462,15.492052026083176,16.170605553250436
2018-04-05,1151.8,1156.8,1137.55,1142.9,549137,21.034000983876368,14.472844455132272,16.335460003602105
2018-04-06,1142.9,1152.8,1135.0,1143.5,395626,19.831590925687053,14.464441089879443,16.28646125795566
2018-04-09,1145.0,1171.5,1139.95,1157.45,837112,23.711732259202766,13.04139547860986,17.196889675660774
2018-04-10,1159.0,1167.7,1152.9,1156.75,546269,22.589036934944147,12.423915761582426,18.042287492101238
2018-04-11,1157.0,1158.6,1141.2,1155.85,419140,21.311468358232798,15.5242280540725,17.875763862286668
2018-04-12,1149.5,1169.9,1144.9,1165.2,360744,23.233753472595158,14.27500968653865,18.304952302199382
2018-04-13,1170.0,1176.85,1157.85,1162.2,639579,24.05836811896657,13.3929406692952,19.031606907243862
2018-04-16,1160.0,1188.5,1155.0,1178.85,550645,25.183814990390864,11.98657819866157,20.208256452520605
2018-04-17,1180.0,1187.4,1169.0,1176.0,432543,23.711061630028908,11.285601268515922,21.30085960170615
2018-04-18,1179.0,1185.0,1168.0,1172.3,465763,22.407255694285205,10.988491533346554,22.221674651618944
2018-04-19,1172.0,1187.0,1162.6,1165.0,620949,20.65196547378644,11.86136036598883,22.56562145339168
2018-04-20,1165.0,1165.95,1142.25,1159.35,727517,19.087877737608096,17.466064302444913,21.270703316748147
2018-04-23,1160.9,1181.4,1145.4,1178.7,554353,21.714613989057177,15.540714910582848,20.93507129286802
2018-04-24,1177.5,1182.45,1161.9,1170.1,484112,20.6607737476951,14.554427194381091,20.678286715273106
2018-04-25,1167.0,1168.8,1156.05,1163.05,280574,19.7384267338991,15.763459358681528,20.001015973826217
2018-04-26,1164.0,1177.05,1149.55,1155.7,1638937,20.62098994183707,14.407697537464806,19.83935236305555
2018-04-27,1165.25,1199.1,1164.25,1181.6,803227,24.47063258696616,12.570240570175468,20.717093680538373
2018-04-30,1189.7,1207.0,1182.4,1201.7,505974,24.96403503190213,11.635011333122492,21.838661736055023
2018-05-02,1200.25,1230.6,1197.4,1222.3,2011978,29.336237361562873,10.532012846553386,23.647751167094363
2018-05-03,1220.3,1230.0,1201.0,1206.75,641515,26.934316660411938,9.669698454658363,25.327619924488037
2018-05-04,1212.0,1212.0,1178.1,1190.45,743905,24.41755120069024,15.0782346656216,25.207530078955777
