Time,Open,High,Low,Close,Volume,+DI14,-DI14,ADX
2009-12-31 22:00:00,133.22,133.502,133.187,133.214,332153.6036000001,0,0,0
2010-01-03 22:00:00,132.966,133.785,132.37,133.305,459959.1006,0,0,0
2010-01-04 22:00:00,133.285,133.46,131.45,131.71,479452.63850000006,0,0,0
2010-01-05 22:00:00,131.71,133.475,131.25,132.995,485325.4897,0,0,0
2010-01-06 22:00:00,132.99,133.66,132.38,133.575,460246.5944,0,0,0
2010-01-07 22:00:00,133.58,134.12,132.275,133.495,473016.51220000006,0,0,0
2010-01-10 22:00:00,133.545,134.37,133.405,133.62,482990.9507000001,0,0,0
2010-01-11 22:00:00,133.62,133.805,131.62,131.765,520101.5233,0,0,0
2010-01-12 22:00:00,131.765,133.21,131.51,132.575,544088.4401,0,0,0
2010-01-13 22:00:00,132.57,133.635,131.705,132.235,506330.978,0,0,0
2010-01-14 22:00:00,132.235,132.395,130.295,130.535,477384.16169999994,0,0,0
2010-01-17 22:00:00,130.28,130.94,130.075,130.57,362420.9021,0,0,0
2010-01-18 22:00:00,130.57,130.71,129.635,130.2,546470.1113,0,0,0
2010-01-19 22:00:00,130.195,130.315,128.4,128.68,526134.6152,0,0,0
2010-01-20 22:00:00,128.68,129.49,127.04,127.36,537924.5806,5.509181969949877,35.46327212020038,0
2010-01-21 22:00:00,127.36,128.195,126.525,126.97,525841.5978,5.124529654183804,35.14035716418808,0
2010-01-24 22:00:00,127.75,128.13,127.07,127.735,415601.8880000001,4.870168146113745,33.39612796744495,0
2010-01-25 22:00:00,127.735,128.36,125.665,126.135,463388.3512,4.332161674043659,35.466050512308385,0
2010-01-26 22:00:00,126.135,126.39,125.23,126.225,504802.2978,4.1211317945348505,35.56512902036277,0
2010-01-27 22:00:00,126.21,127.08,125.095,125.605,459429.8095,6.645046981943437,32.63547436016051,0
2010-01-28 22:00:00,125.6,126.705,124.815,125.125,406366.8339,6.127487299664295,31.247484942274344,0
2010-01-31 22:00:00,124.565,126.515,124.505,126.215,360229.6087000001,5.625659452690488,29.951484764261256,0
2010-02-01 22:00:00,126.22,126.69,125.815,126.195,351712.48059999995,6.1571488030314185,28.844032556160943,0
2010-02-02 22:00:00,126.195,126.975,125.97,126.39,368426.7022,7.12810887416489,27.582543072752618,0
2010-02-03 22:00:00,126.385,126.46,121.54,122.17,353315.9980000001,5.792504678067728,39.28541008949956,0
2010-02-04 22:00:00,122.17,123.31,120.69,122.045,344620.17039999994,5.230467750508822,38.621478174142936,0
2010-02-07 22:00:00,122.235,122.775,121.56,121.81,402885.4537000001,4.988728061686203,36.836485978219606,0
2010-02-08 22:00:00,121.805,124.175,121.64,123.73,384759.1978,9.714993478476828,33.37100813879383,0
2010-02-09 22:00:00,123.72,124.265,122.675,123.525,378424.9507,13.90179862378079,30.301083119877482,70.4751551133515
2010-02-10 22:00:00,123.525,124.155,122.045,122.9,364390.76740000007,12.842773102726445,30.267315758575673,68.32826631888712
2010-02-11 22:00:00,122.895,123.09,121.38,122.59,293911.06210000004,12.042133256713026,30.804798974095704,66.57553202574584
2010-02-14 22:00:00,122.775,122.88,122.25,122.385,198227.5595,11.751463747112147,30.061241697301526,64.94799303925751
2010-02-15 22:00:00,122.385,124.47,122.3,124.11,314413.8071,16.807119340797236,27.590854291412853,62.04376495392963
2010-02-16 22:00:00,124.11,124.835,123.4,124.155,329201.93690000003,17.284171151776153,26.065399353627427,59.05898049126839
2010-02-17 22:00:00,124.155,124.455,122.75,124.165,357541.0602999999,16.142202475773324,26.862058505591108,56.62101242906355
2010-02-18 22:00:00,124.175,124.785,123.53,124.555,321157.4585,16.647465955013647,25.525219394985825,54.08029411319733
2010-02-21 22:00:00,124.67,125.235,123.63,123.895,322402.1991,17.37807471735173,23.88789854478279,51.34422184973811
2010-02-22 22:00:00,123.895,124.53,121.565,121.85,311451.7294999999,15.411367025170497,29.06640956428473,49.86969321176925
