Date,Open,High,Low,Close,Volume,+DI14,-DI14,ADX
2018-01-03,5139.35,5179.8,5088.8,5099.45,119413,0,0,0
2018-01-04,5120.0,5135.0,5051.0,5062.55,79205,0,0,0
2018-01-05,5098.8,5144.95,5076.1,5127.2,151818,0,0,0
2018-01-08,5170.0,5253.0,5146.15,5221.25,181068,0,0,0
2018-01-09,5230.0,5242.4,5105.0,5156.4,233510,0,0,0
2018-01-10,5160.0,5272.6,5130.0,5199.55,260021,0,0,0
2018-01-11,5198.0,5198.0,5135.0,5146.4,71160,0,0,0
2018-01-12,5146.4,5170.0,5032.0,5057.3,224758,0,0,0
2018-01-15,5052.0,5105.2,5001.1,5010.35,173185,0,0,0
2018-01-16,5039.0,5060.0,4935.0,4956.8,124186,0,0,0
2018-01-17,4950.0,5012.0,4890.4,4964.9,140637,0,0,0
2018-01-18,5007.0,5045.0,4884.5,4922.6,211086,0,0,0
2018-01-19,4920.0,5021.0,4842.35,4973.05,110406,0,0,0
2018-01-22,5000.0,5064.95,4951.0,5051.45,104891,0,0,0
2018-01-23,5042.0,5089.0,4987.6,5014.6,178301,14.833774814726683,21.76850501503021,0
2018-01-24,5015.0,5072.8,4949.0,5014.45,88003,13.743103737185884,22.460446578753697,0
2018-01-25,5025.0,5070.0,4900.0,4933.05,149077,12.39534069542272,23.084463397516785,0
2018-01-29,4949.5,5010.0,4899.0,4912.4,100404,11.59571801359653,21.653403116732957,0
2018-01-30,4925.0,4939.0,4860.0,4875.65,104332,11.049389682272984,22.959124032962112,0
2018-01-31,4861.0,4863.45,4736.45,4812.35,220161,10.14260837032434,28.358920109746922,0
2018-02-01,4811.05,5080.0,4770.0,5038.4,350858,19.962473167979844,23.69520616534085,0
2018-02-02,5001.0,5148.1,4890.95,4935.75,375160,20.797649613009327,20.66003744499391,0
2018-02-05,4810.0,4994.9,4763.05,4918.0,295940,18.497101686820276,24.476827776243756,0
2018-02-06,4500.0,4949.0,4500.0,4904.6,263080,15.029783634496107,30.870611530050653,0
2018-02-07,5009.0,5056.0,4927.55,5012.05,201435,18.576058372471724,28.9031790897278,0
2018-02-08,5000.0,5174.0,4975.0,5057.25,154586,21.94557523677347,26.5115107397104,0
2018-02-09,4989.9,5088.0,4961.2,5059.35,144600,20.766428087208805,25.671797830027383,0
2018-02-12,5096.3,5244.0,5042.8,5235.45,141176,25.540310203512494,23.512952132868115,0
2018-02-14,5260.0,5350.0,5152.3,5189.0,154547,29.85805089875913,21.560382778558214,20.636602071659613
2018-02-15,5200.0,5291.0,5112.05,5130.35,104197,27.658113732348593,21.629047514050225,20.036311127180955
2018-02-16,5168.85,5199.8,5030.0,5058.25,88468,25.721529965675455,23.49802081947974,18.92782693127095
2018-02-19,5095.0,5119.85,4970.0,5000.75,146928,24.11667806932665,24.530132476561626,17.6365471944747
2018-02-20,5030.0,5049.0,4976.2,5014.3,107899,23.354310306173886,23.754694741221844,16.437501724592472
2018-02-21,5040.0,5050.25,4955.1,4973.45,100845,22.359432130802883,23.687422615587128,15.469394333506457
2018-02-22,4989.0,5030.0,4925.15,4951.85,123453,21.283487374780925,23.922115104314567,14.781362487262774
2018-02-23,4943.15,5057.0,4940.0,5019.65,136396,21.38152718045117,22.61439076647133,13.925709643081154
2018-02-26,5051.0,5260.0,5030.05,5192.95,169230,28.18703629019807,20.174540218495817,14.114437294914907
2018-02-27,5208.0,5227.5,5101.1,5121.35,82961,26.56389009560785,19.012792390660284,14.289684400189111
2018-02-28,5090.0,5131.8,5030.2,5051.7,130485,25.302628478576374,21.423399416074993,13.861997889441751
2018-03-01,5052.0,5087.9,4986.0,4999.4,84916,24.068318029472337,22.49428222503252,13.113317490299696
2018-03-05,4999.4,5067.6,4952.2,5037.45,114133,22.716798866673933,22.875853127523236,12.20157048520618
2018-03-06,5075.5,5097.95,4955.0,4980.65,86842,22.613268188394738,21.281646105999638,11.546719675307525
2018-03-07,4980.0,4980.0,4806.0,4836.15,123770,20.713943077043577,26.65978414583559,11.618448641446914
2018-03-08,4863.95,4889.0,4800.0,4864.6,102351,19.801230055978888,25.78213325287248,11.72575965081836
2018-03-09,4893.4,4990.0,4845.0,4966.25,140074,23.378840687634188,23.931959933173673,10.971713842703592
2018-03-12,5002.5,5077.85,4967.2,5040.05,107704,26.485681823797037,22.588391629528985,10.755280571331358
2018-03-13,5039.0,5119.95,5016.6,5098.4,92570,27.24122233930895,21.390719756439623,10.846343701632998
2018-03-14,5090.0,5134.4,5053.45,5111.6,78975,26.839209668454057,20.474990063082487,11.032388557059138
2018-03-15,5111.5,5140.05,5020.05,5034.5,82293,25.12228917127083,20.945707738530757,10.89194104351321
2018-03-16,4971.6,5085.0,4971.6,5011.35,178245,23.58673619550566,22.27691819067896,10.317937784654555
2018-03-19,5020.0,5049.95,4932.25,4963.45,84292,22.078324804083433,22.990333529582365,9.725484983598403
2018-03-20,4945.0,5090.0,4942.55,5080.85,107777,22.48208173903296,21.164299565075297,9.246466367195952
2018-03-21,5090.0,5149.85,5090.0,5131.5,99953,24.955108153490425,20.349760570050098,9.312092889078796
2018-03-22,5100.0,5135.45,5090.0,5119.85,73966,24.291916219921838,19.80895758185621,9.373031802255722
2018-03-23,5058.9,5151.7,5040.0,5126.7,173772,22.695577712821695,21.448791638789228,8.905267939104581
2018-03-26,5128.0,5187.85,5063.15,5151.05,126482,23.15643216609143,19.87828394320878,8.813280983391241
2018-03-27,5180.0,5278.45,5111.0,5258.95,129719,26.119765356993057,17.974976478160983,9.503126012001863
2018-03-28,5230.0,5299.0,5021.55,5171.55,1229462,22.308383790278032,20.05652705118476,9.204001421828925
2018-04-02,5075.0,5295.0,5071.15,5267.4,239474,19.79824925673196,17.799770952335503,8.9262428738112
2018-04-03,5269.0,5418.45,5232.6,5381.6,189750,24.06029824413658,16.172716747531993,9.688993292285227
2018-04-04,5420.0,5445.6,5202.8,5228.55,188780,21.31861434662613,15.728396184486218,10.074745604608975
2018-04-05,5333.0,5500.0,5315.0,5443.85,205387,21.16441992577424,13.83085484814622,10.851968936926516
2018-04-06,5463.3,5513.95,5415.05,5484.25,121693,20.845360933676353,13.205738815276147,11.679382395783273
2018-04-09,5488.0,5579.0,5454.55,5561.3,137636,22.658987968352555,12.443588641842803,12.923824046513023
2018-04-10,5581.05,5585.95,5394.95,5412.9,157907,20.68577983453738,14.07731421912423,13.358551195353305
2018-04-11,5439.05,5473.9,5340.0,5420.2,146251,19.40968550204855,15.740509469996718,13.149980769545747
