Date,Open,High,Low,Close,Volume
20180102,3781.0,3784.35,3719.25,3743.85,258156
20180103,3728.0,3764.4,3728.0,3755.2,274963
20180104,3755.0,3759.95,3721.55,3738.9,196775
20180105,3758.7,3758.7,3726.2,3744.65,234199
20180108,3773.0,3792.0,3745.3,3786.75,249549
20180109,3800.0,3804.8,3742.65,3749.45,290158
20180110,3740.0,3752.55,3725.0,3736.9,250123
20180111,3740.7,3743.2,3700.2,3705.65,366135
20180112,3726.9,3726.9,3650.6,3687.35,363795
20180115,3687.7,3700.0,3613.65,3628.8,229198
20180116,3637.7,3664.0,3578.15,3586.1,271813
20180117,3586.0,3590.15,3526.3,3566.85,501484
20180118,3586.0,3643.0,3576.05,3593.35,345926
20180119,3558.0,3620.0,3552.3,3589.75,295410
20180122,3592.75,3621.9,3589.1,3602.95,320126
20180123,3634.0,3635.0,3608.25,3630.0,285236
20180124,3629.7,3650.0,3600.0,3645.5,312383
20180125,3659.9,3659.9,3561.0,3571.2,487836
20180129,3584.7,3658.25,3574.55,3641.75,403110
20180130,3657.4,3696.0,3649.9,3687.85,540432
20180131,3703.0,3747.9,3682.0,3691.45,558327
20180201,3695.15,3744.0,3692.5,3732.95,346581
20180202,3729.7,3752.45,3612.7,3623.45,469510
20180205,3598.0,3662.6,3550.05,3636.4,319150
20180206,3527.3,3564.8,3450.0,3541.85,442426
20180207,3618.9,3620.0,3542.5,3566.4,336709
20180208,3570.0,3615.95,3555.0,3582.2,325607
20180209,3536.8,3576.35,3530.1,3546.1,604849
20180212,3566.0,3616.7,3545.5,3611.9,385092
20180214,3620.4,3624.0,3562.65,3596.05,315246
20180215,3565.0,3575.0,3520.0,3527.25,221710
20180216,3549.0,3549.8,3485.0,3494.2,219454
20180219,3502.0,3519.35,3442.0,3465.7,246616
20180220,3466.0,3518.0,3443.25,3477.45,340087
20180221,3517.8,3517.8,3460.0,3490.75,266352
20180222,3484.0,3499.3,3458.7,3481.2,434663
20180223,3483.4,3508.0,3455.0,3494.7,142023
20180226,3519.0,3549.95,3500.4,3537.85,361326
20180227,3573.1,3593.95,3545.0,3585.5,320893
20180228,3525.0,3613.0,3525.0,3596.7,362559
20180301,3575.0,3596.95,3565.15,3576.9,200696
20180305,3578.0,3581.9,3535.0,3556.45,242671
20180306,3571.1,3595.0,3544.7,3561.9,380991
20180307,3550.0,3560.0,3515.0,3554.4,234750
20180308,3561.0,3601.0,3545.65,3586.7,145720
20180309,3605.9,3661.45,3581.0,3586.35,272293
20180312,3600.4,3718.0,3599.85,3694.5,192336
20180313,3694.95,3729.75,3672.0,3701.2,233650
20180314,3680.0,3687.2,3622.0,3639.35,192489
20180315,3641.9,3690.0,3632.0,3640.8,198082
20180316,3665.0,3665.0,3530.65,3546.1,462796
20180319,3546.0,3549.0,3490.8,3515.3,252482
20180320,3498.1,3537.0,3498.1,3513.8,212901
20180321,3529.95,3529.95,3455.55,3463.6,667122
20180322,3473.2,3484.85,3440.0,3452.3,482411
20180323,3435.1,3435.1,3361.05,3413.75,423299
20180326,3414.0,3501.7,3365.5,3481.7,359650
20180327,3485.1,3488.0,3436.0,3464.7,325438
20180328,3455.0,3579.0,3428.05,3542.8,786796
20180402,3544.0,3654.65,3512.2,3646.0,244943
20180403,3644.95,3669.0,3621.0,3644.95,318581
20180404,3653.5,3695.0,3627.0,3667.15,526063
20180405,3700.0,3796.0,3699.95,3782.15,440824
20180406,3781.0,3787.95,3750.0,3779.45,213101
20180409,3784.0,3807.1,3775.2,3798.7,265991
20180410,3815.0,3815.0,3714.0,3718.3,321682
20180411,3732.0,3755.0,3681.0,3739.35,291118
20180412,3744.0,3786.5,3726.05,3749.45,115113
20180413,3759.8,3770.0,3698.0,3725.9,164961
20180416,3723.0,3810.0,3710.2,3803.15,164316
20180417,3825.0,3825.0,3763.15,3769.0,223874
20180418,3765.05,3784.0,3731.6,3737.8,204458
20180419,3765.0,3770.0,3709.0,3723.6,234124
20180420,3725.0,3750.3,3690.0,3742.7,399283
20180423,3736.4,3736.4,3691.35,3718.2,236404
20180424,3740.0,3744.0,3706.3,3716.9,333702
20180425,3736.0,3753.0,3700.9,3717.2,219848
20180426,3707.0,3774.55,3659.05,3761.85,341735
20180427,3768.1,3776.95,3704.5,3713.5,571451
20180430,3731.0,3750.0,3717.05,3732.25,216291
20180502,3751.0,3774.0,3640.0,3664.1,715845
20180503,3665.0,3682.95,3637.4,3655.6,393371
20180504,3655.0,3669.85,3643.4,3659.75,279580
20180507,3662.95,3679.0,3622.75,3648.05,198507
20180508,3659.9,3674.0,3640.15,3657.3,360338
20180509,3660.0,3685.0,3635.0,3654.4,259686
20180510,3663.0,3665.35,3625.05,3646.0,352223
20180511,3655.0,3655.0,3591.0,3618.3,246696
20180514,3625.0,3655.05,3624.2,3648.3,223997
20180515,3650.0,3659.35,3631.05,3649.6,341729
20180516,3639.0,3639.0,3501.6,3575.5,395161
20180517,3600.0,3604.95,3535.0,3554.55,350935
20180518,3550.0,3575.0,3535.35,3561.05,424207
20180521,3578.6,3578.6,3461.75,3492.9,258835
20180522,3467.1,3516.95,3450.0,3499.9,323714
20180523,3494.5,3494.8,3452.0,3482.95,155958
20180524,3495.0,3509.9,3445.95,3489.9,324856
20180525,3480.0,3575.0,3461.85,3552.85,177764
20180528,3570.0,3610.0,3537.35,3599.8,191457
20180529,3608.15,3624.0,3565.2,3610.4,309517
20180530,3594.9,3622.45,3528.4,3601.45,237040
20180531,3610.0,3614.15,3530.1,3544.9,707484
20180601,3563.5,3637.0,3554.2,3626.3,300310
20180604,3669.85,3669.85,3592.85,3613.6,230153
20180605,3600.1,3619.0,3565.3,3610.4,225466
20180606,3624.95,3640.0,3598.0,3635.2,211568
20180607,3652.0,3667.45,3628.3,3651.5,222475
20180608,3657.0,3660.0,3608.4,3635.15,175173
20180611,3637.9,3645.9,3600.0,3612.3,249101
20180612,3624.8,3712.2,3601.3,3687.85,257348
20180613,3704.7,3708.9,3679.0,3696.8,209724
20180614,3690.05,3706.15,3667.1,3695.6,155159
20180615,3696.0,3710.35,3652.0,3693.7,306688
20180618,3695.0,3702.5,3651.0,3666.15,361312
20180619,3658.0,3660.0,3620.0,3652.75,242770
20180620,3655.0,3690.0,3641.1,3655.8,433541
